,passage_id,question,passage,finish_id,score,finish_question
0,1997_553_345.txt,"Czy żołnierz, który dopuszcza się czynnej napaści na przełożonego podlega karze pozbawienia wolności?","Art. 345. § 1. Żołnierz, który dopuszcza się czynnej napaści na przełożonego, podlega karze aresztu wojskowego albo pozbawienia wolności do lat 3. § 2. Jeżeli sprawca dopuszcza się czynnej napaści w związku z pełnieniem przez przełożonego obowiązków służbowych albo wspólnie z innymi żołnierzami lub w obecności zebranych żołnierzy, podlega karze pozbawienia wolności od 6 miesięcy do lat 8. § 3. Jeżeli sprawca czynu określonego w § 1 lub 2 używa broni, noża lub innego podobnie niebezpiecznego przedmiotu, podlega karze pozbawienia wolności od roku do lat 10. § 4. Karze przewidzianej w § 3 podlega sprawca czynu określonego w § 1 lub 2, jeżeli jego następstwem jest skutek określony w art. 156 lub 157 § 1.",1997_553_351.txt,0.909293424896128,"Art. 351. Żołnierz, który uderza podwładnego lub w inny sposób narusza jego nietykalność cielesną, podlega karze aresztu wojskowego albo pozbawienia wolności do lat 2."
1,1997_553_345.txt,"Czy żołnierz, który dopuszcza się czynnej napaści na przełożonego podlega karze pozbawienia wolności?","Art. 345. § 1. Żołnierz, który dopuszcza się czynnej napaści na przełożonego, podlega karze aresztu wojskowego albo pozbawienia wolności do lat 3. § 2. Jeżeli sprawca dopuszcza się czynnej napaści w związku z pełnieniem przez przełożonego obowiązków służbowych albo wspólnie z innymi żołnierzami lub w obecności zebranych żołnierzy, podlega karze pozbawienia wolności od 6 miesięcy do lat 8. § 3. Jeżeli sprawca czynu określonego w § 1 lub 2 używa broni, noża lub innego podobnie niebezpiecznego przedmiotu, podlega karze pozbawienia wolności od roku do lat 10. § 4. Karze przewidzianej w § 3 podlega sprawca czynu określonego w § 1 lub 2, jeżeli jego następstwem jest skutek określony w art. 156 lub 157 § 1.",1997_553_350.txt,0.9092658215963553,"Art. 350. § 1. Żołnierz, który poniża lub znieważa podwładnego, podlega karze ograniczenia wolności, aresztu wojskowego albo pozbawienia wolności do lat 2. § 2. Ściganie następuje na wniosek pokrzywdzonego lub dowódcy jednostki."
2,1997_553_345.txt,"Czy żołnierz, który dopuszcza się czynnej napaści na przełożonego podlega karze pozbawienia wolności?","Art. 345. § 1. Żołnierz, który dopuszcza się czynnej napaści na przełożonego, podlega karze aresztu wojskowego albo pozbawienia wolności do lat 3. § 2. Jeżeli sprawca dopuszcza się czynnej napaści w związku z pełnieniem przez przełożonego obowiązków służbowych albo wspólnie z innymi żołnierzami lub w obecności zebranych żołnierzy, podlega karze pozbawienia wolności od 6 miesięcy do lat 8. § 3. Jeżeli sprawca czynu określonego w § 1 lub 2 używa broni, noża lub innego podobnie niebezpiecznego przedmiotu, podlega karze pozbawienia wolności od roku do lat 10. § 4. Karze przewidzianej w § 3 podlega sprawca czynu określonego w § 1 lub 2, jeżeli jego następstwem jest skutek określony w art. 156 lub 157 § 1.",1997_553_246.txt,0.9090111830659622,"Art. 246. Funkcjonariusz publiczny lub ten, który działając na jego polecenie w celu uzyskania określonych zeznań, wyjaśnień, informacji lub oświadczenia stosuje przemoc, groźbę bezprawną lub w inny sposób znęca się fizycznie lub psychicznie nad inną osobą, podlega karze pozbawienia wolności od roku do lat 10."
3,2004_177_21.txt,Z ilu osób składa się komisja przetargowa?,"Art. 21. 1. Członków komisji przetargowej powołuje i odwołuje kierownik zamawiającego. 2. Komisja przetargowa składa się z co najmniej trzech osób. 3. Kierownik zamawiającego określa organizację, skład, tryb pracy oraz zakres obowiązków członków komisji przetargowej, mając na celu zapewnienie sprawności jej działania, indywidualizacji odpowiedzialności jej członków za wykonywane czynności oraz przejrzystości jej prac. 4. Jeżeli dokonanie określonych czynności związanych z przygotowaniem i przeprowadzeniem postępowania o udzielenie zamówienia wymaga wiadomości specjalnych, kierownik zamawiającego, z własnej inicjatywy lub na wniosek komisji przetargowej, może powołać biegłych. Przepis art. 17 stosuje się.",2004_177_20.txt,0.9298911773096392,"Art. 20. 1. Komisja przetargowa jest zespołem pomocniczym kierownika zamawiającego powoływanym do oceny spełniania przez wykonawców warunków udziału w postępowaniu o udzielenie zamówienia oraz do badania i oceny ofert. 2. Kierownik zamawiającego może także powierzyć komisji przetargowej dokonanie innych, niż określone w ust. 1, czynności w postępowaniu o udzielenie zamówienia oraz czynności związanych z przygotowaniem postępowania o udzielenie zamówienia. Przepisy niniejszego rozdziału stosuje się odpowiednio. 3. Komisja przetargowa w szczególności przedstawia kierownikowi zamawiającego propozycje wykluczenia wykonawcy, odrzucenia oferty oraz wyboru najkorzystniejszej oferty, a także w zakresie, o którym mowa w ust. 1, występuje z wnioskiem o unieważnienie postępowania o udzielenie zamówienia."
4,2004_177_21.txt,Z ilu osób składa się komisja przetargowa?,"Art. 21. 1. Członków komisji przetargowej powołuje i odwołuje kierownik zamawiającego. 2. Komisja przetargowa składa się z co najmniej trzech osób. 3. Kierownik zamawiającego określa organizację, skład, tryb pracy oraz zakres obowiązków członków komisji przetargowej, mając na celu zapewnienie sprawności jej działania, indywidualizacji odpowiedzialności jej członków za wykonywane czynności oraz przejrzystości jej prac. 4. Jeżeli dokonanie określonych czynności związanych z przygotowaniem i przeprowadzeniem postępowania o udzielenie zamówienia wymaga wiadomości specjalnych, kierownik zamawiającego, z własnej inicjatywy lub na wniosek komisji przetargowej, może powołać biegłych. Przepis art. 17 stosuje się.",2004_177_21.txt,0.9297210792576585,"Art. 21. 1. Członków komisji przetargowej powołuje i odwołuje kierownik zamawiającego. 2. Komisja przetargowa składa się z co najmniej trzech osób. 3. Kierownik zamawiającego określa organizację, skład, tryb pracy oraz zakres obowiązków członków komisji przetargowej, mając na celu zapewnienie sprawności jej działania, indywidualizacji odpowiedzialności jej członków za wykonywane czynności oraz przejrzystości jej prac. 4. Jeżeli dokonanie określonych czynności związanych z przygotowaniem i przeprowadzeniem postępowania o udzielenie zamówienia wymaga wiadomości specjalnych, kierownik zamawiającego, z własnej inicjatywy lub na wniosek komisji przetargowej, może powołać biegłych. Przepis art. 17 stosuje się."
5,2004_177_21.txt,Z ilu osób składa się komisja przetargowa?,"Art. 21. 1. Członków komisji przetargowej powołuje i odwołuje kierownik zamawiającego. 2. Komisja przetargowa składa się z co najmniej trzech osób. 3. Kierownik zamawiającego określa organizację, skład, tryb pracy oraz zakres obowiązków członków komisji przetargowej, mając na celu zapewnienie sprawności jej działania, indywidualizacji odpowiedzialności jej członków za wykonywane czynności oraz przejrzystości jej prac. 4. Jeżeli dokonanie określonych czynności związanych z przygotowaniem i przeprowadzeniem postępowania o udzielenie zamówienia wymaga wiadomości specjalnych, kierownik zamawiającego, z własnej inicjatywy lub na wniosek komisji przetargowej, może powołać biegłych. Przepis art. 17 stosuje się.",2004_177_51.txt,0.9290494997187212,"Art. 51. 1. Zamawiający zaprasza do składania ofert wykonawców, którzy spełniają warunki udziału w postępowaniu, w liczbie określonej w ogłoszeniu zapewniającej konkurencję, nie mniejszej niż 5 i nie większej niż 20. 2. Jeżeli liczba wykonawców, którzy spełniają warunki udziału w postępowaniu, jest większa niż określona w ogłoszeniu, zamawiający zaprasza do składania ofert wykonawców, którzy otrzymali najwyższą ocenę spełniania tych warunków. 3. Jeżeli liczba wykonawców, którzy spełniają warunki udziału w postępowaniu, jest mniejsza niż określona w ogłoszeniu o zamówieniu, zamawiający zaprasza do składania ofert wszystkich wykonawców spełniających te warunki. 4. Wraz z zaproszeniem do składania ofert zamawiający przekazuje wykonawcy specyfikację istotnych warunków zamówienia oraz wskazuje dzień i miejsce opublikowania ogłoszenia o zamówieniu, o którym mowa w art. 47. Przepisów art. 36 ust. 1 pkt 8 i 9 nie stosuje się."
6,1996_465_111.txt,Do jakiej wysokości za zobowiązania spółki odpowiada komandytariusz?,Art. 111. Komandytariusz odpowiada za zobowiązania spółki wobec jej wierzycieli tylko do wysokości sumy komandytowej.,1996_465_123.txt,0.928465554091704,"Art. 123. §1. Komandytariusz uczestniczy w zysku spółki proporcjonalnie do jego wkładu rzeczywiście wniesionego do spółki, chyba że umowa spółki stanowi inaczej. §2. Zysk przypadający komandytariuszowi za dany rok obrotowy jest przeznaczany w pierwszej kolejności na uzupełnienie jego wkładu rzeczywiście wniesionego do wartości umówionego wkładu. §3. W razie wątpliwości komandytariusz uczestniczy w stracie jedynie do wartości umówionego wkładu."
7,1996_465_111.txt,Do jakiej wysokości za zobowiązania spółki odpowiada komandytariusz?,Art. 111. Komandytariusz odpowiada za zobowiązania spółki wobec jej wierzycieli tylko do wysokości sumy komandytowej.,1996_465_124.txt,0.9283804589348303,Art. 124. §1. Śmierć komandytariusza nie stanowi przyczyny rozwiązania spółki. Spadkobiercy komandytariusza powinni wskazać spółce jedną osobę do wykonywania ich praw. Czynności dokonane przez pozostałych wspólników przed takim wskazaniem wiążą spadkobierców komandytariusza. §2. Podział udziału komandytariusza w majątku spółki między spadkobierców jest skuteczny wobec spółki jedynie za zgodą pozostałych wspólników. Dział IV Spółka komandytowo-akcyjna Rozdział 1 Przepisy ogólne
8,1996_465_111.txt,Do jakiej wysokości za zobowiązania spółki odpowiada komandytariusz?,Art. 111. Komandytariusz odpowiada za zobowiązania spółki wobec jej wierzycieli tylko do wysokości sumy komandytowej.,1996_465_122.txt,0.9283529797953227,Art. 122. W przypadku zbycia ogółu praw i obowiązków komandytariusza na nabywcę nie przechodzi prawo do prowadzenia spraw spółki.
9,1994_591_35.txt,"Kiedy ustala się wartość majątku obrotowego, który stracił swoją przydatność?","Art. 35. 1. Wartość rzeczowych składników majątku obrotowego, które utraciły swoje cechy użytkowe lub przydatność, oraz odpadów ustala się nie później niż na dzień bilansowy w cenach sprzedaży netto możliwych do uzyskania. 2. Wartość produktów gotowych i towarów, z wyjątkiem towarów używanych znajdujących się w punktach sprzedaży oraz towarów przewidzianych do wieloletniej sprzedaży, zmniejsza się stopniowo, uwzględniając utratę ich wartości rynkowej, przez okres nie dłuższy niż 5 lat, poczynając od roku obrotowego następującego po roku, w którym je zakupiono lub wytworzono. 3. Odpisy aktualizujące: 1) wartość rzeczowych składników majątku obrotowego, o których mowa w ust. 1 i 2, oraz wynikające z wyceny według cen sprzedaży netto zamiast według cen nabycia (zakupu) lub kosztów wytworzenia - zwiększają pozostałe koszty operacyjne, 2) wartość udziałów w innych jednostkach oraz długoterminowych papierów wartościowych (lokat) - obciążają koszty operacji finansowych; jeżeli w wyniku wzrostu kursów giełdowych ceny sprzedaży netto długoterminowych papierów wartościowych (lokat) są wyższe od cen, po których je nabyto, to długoterminowe papiery wartościowe (lokaty) wykazuje się według cen ich nabycia, odnosząc różnice między ich dotychczasową, niższą wyceną a wartością według cen nabycia na przychody z operacji finansowych.",1994_591_7.txt,0.9265722208790759,"Art. 7. 1. Poszczególne składniki aktywów i pasywów wycenia się stosując rzeczywiście poniesione na ich nabycie (wytworzenie) ceny (koszty), z zachowaniem zasady ostrożnej wyceny. W szczególności należy w wyniku finansowym, bez względu na jego wysokość, uwzględnić: 1) zmniejszenia wartości użytkowej składników majątkowych, w tym również dokonywane w postaci odpisów amortyzacyjnych (umorzeniowych), 2) zmniejszenia wartości innych niż środki trwałe, inwestycje rozpoczęte oraz wartości niematerialne i prawne składników majątkowych wywołane trwałymi zmianami ich cen, 3) wyłącznie niewątpliwe pozostałe przychody operacyjne i zyski nadzwyczajne, 4) wszystkie poniesione pozostałe koszty operacyjne i straty nadzwyczajne, 5) rezerwy na znane jednostce ryzyko, grożące straty oraz skutki innych zdarzeń. 2. Zdarzenia, o których mowa w ust. 1, należy uwzględnić także wtedy, gdy zostaną one ujawnione między dniem bilansowym a dniem, w którym rzeczywiście następuje zamknięcie ksiąg rachunkowych. 3. Wartość poszczególnych składników aktywów i pasywów, przychodów i związanych z nimi kosztów, jak też zysków i strat nadzwyczajnych ustala się oddzielnie. Nie można kompensować ze sobą wartości różnych co do rodzaju aktywów i pasywów, przychodów i kosztów związanych z nimi oraz zysków i strat nadzwyczajnych."
