,passage_id,question,passage,finish_id,score,finish_question
0,1997_553_345.txt,"Czy żołnierz, który dopuszcza się czynnej napaści na przełożonego podlega karze pozbawienia wolności?","Art. 345. § 1. Żołnierz, który dopuszcza się czynnej napaści na przełożonego, podlega karze aresztu wojskowego albo pozbawienia wolności do lat 3. § 2. Jeżeli sprawca dopuszcza się czynnej napaści w związku z pełnieniem przez przełożonego obowiązków służbowych albo wspólnie z innymi żołnierzami lub w obecności zebranych żołnierzy, podlega karze pozbawienia wolności od 6 miesięcy do lat 8. § 3. Jeżeli sprawca czynu określonego w § 1 lub 2 używa broni, noża lub innego podobnie niebezpiecznego przedmiotu, podlega karze pozbawienia wolności od roku do lat 10. § 4. Karze przewidzianej w § 3 podlega sprawca czynu określonego w § 1 lub 2, jeżeli jego następstwem jest skutek określony w art. 156 lub 157 § 1.",1997_553_345.txt,0.9828355891767068,"Art. 345. § 1. Żołnierz, który dopuszcza się czynnej napaści na przełożonego, podlega karze aresztu wojskowego albo pozbawienia wolności do lat 3. § 2. Jeżeli sprawca dopuszcza się czynnej napaści w związku z pełnieniem przez przełożonego obowiązków służbowych albo wspólnie z innymi żołnierzami lub w obecności zebranych żołnierzy, podlega karze pozbawienia wolności od 6 miesięcy do lat 8. § 3. Jeżeli sprawca czynu określonego w § 1 lub 2 używa broni, noża lub innego podobnie niebezpiecznego przedmiotu, podlega karze pozbawienia wolności od roku do lat 10. § 4. Karze przewidzianej w § 3 podlega sprawca czynu określonego w § 1 lub 2, jeżeli jego następstwem jest skutek określony w art. 156 lub 157 § 1."
1,1997_553_345.txt,"Czy żołnierz, który dopuszcza się czynnej napaści na przełożonego podlega karze pozbawienia wolności?","Art. 345. § 1. Żołnierz, który dopuszcza się czynnej napaści na przełożonego, podlega karze aresztu wojskowego albo pozbawienia wolności do lat 3. § 2. Jeżeli sprawca dopuszcza się czynnej napaści w związku z pełnieniem przez przełożonego obowiązków służbowych albo wspólnie z innymi żołnierzami lub w obecności zebranych żołnierzy, podlega karze pozbawienia wolności od 6 miesięcy do lat 8. § 3. Jeżeli sprawca czynu określonego w § 1 lub 2 używa broni, noża lub innego podobnie niebezpiecznego przedmiotu, podlega karze pozbawienia wolności od roku do lat 10. § 4. Karze przewidzianej w § 3 podlega sprawca czynu określonego w § 1 lub 2, jeżeli jego następstwem jest skutek określony w art. 156 lub 157 § 1.",1997_553_135.txt,0.9819998886327608,"Art. 135. § 1. Kto dopuszcza się czynnej napaści na Prezydenta Rzeczypospolitej Polskiej, podlega karze pozbawienia wolności od 3 miesięcy do lat 5. § 2. Kto publicznie znieważa Prezydenta Rzeczypospolitej Polskiej, podlega karze pozbawienia wolności do lat 3."
2,1997_553_345.txt,"Czy żołnierz, który dopuszcza się czynnej napaści na przełożonego podlega karze pozbawienia wolności?","Art. 345. § 1. Żołnierz, który dopuszcza się czynnej napaści na przełożonego, podlega karze aresztu wojskowego albo pozbawienia wolności do lat 3. § 2. Jeżeli sprawca dopuszcza się czynnej napaści w związku z pełnieniem przez przełożonego obowiązków służbowych albo wspólnie z innymi żołnierzami lub w obecności zebranych żołnierzy, podlega karze pozbawienia wolności od 6 miesięcy do lat 8. § 3. Jeżeli sprawca czynu określonego w § 1 lub 2 używa broni, noża lub innego podobnie niebezpiecznego przedmiotu, podlega karze pozbawienia wolności od roku do lat 10. § 4. Karze przewidzianej w § 3 podlega sprawca czynu określonego w § 1 lub 2, jeżeli jego następstwem jest skutek określony w art. 156 lub 157 § 1.",1997_553_136.txt,0.9819770966055527,"Art. 136. § 1. Kto na terytorium Rzeczypospolitej Polskiej dopuszcza się czynnej napaści na głowę obcego państwa lub akredytowanego szefa przedstawicielstwa dyplomatycznego takiego państwa albo osobę korzystającą z podobnej ochrony na mocy ustaw, umów lub powszechnie uznanych zwyczajów międzynarodowych, podlega karze pozbawienia wolności od 3 miesięcy do lat 5. § 2. Kto na terytorium Rzeczypospolitej Polskiej dopuszcza się czynnej napaści na osobę należącą do personelu dyplomatycznego przedstawicielstwa obcego państwa albo urzędnika konsularnego obcego państwa, w związku z pełnieniem przez nich obowiązków służbowych, podlega karze pozbawienia wolności do lat 3. § 3. Karze określonej w § 2 podlega, kto na terytorium Rzeczypospolitej Polskiej publicznie znieważa osobę określoną w § 1. § 4. Kto na terytorium Rzeczypospolitej Polskiej publicznie znieważa osobę określoną w § 2, podlega grzywnie, karze ograniczenia wolności albo pozbawienia wolności do roku."
3,2004_177_21.txt,Z ilu osób składa się komisja przetargowa?,"Art. 21. 1. Członków komisji przetargowej powołuje i odwołuje kierownik zamawiającego. 2. Komisja przetargowa składa się z co najmniej trzech osób. 3. Kierownik zamawiającego określa organizację, skład, tryb pracy oraz zakres obowiązków członków komisji przetargowej, mając na celu zapewnienie sprawności jej działania, indywidualizacji odpowiedzialności jej członków za wykonywane czynności oraz przejrzystości jej prac. 4. Jeżeli dokonanie określonych czynności związanych z przygotowaniem i przeprowadzeniem postępowania o udzielenie zamówienia wymaga wiadomości specjalnych, kierownik zamawiającego, z własnej inicjatywy lub na wniosek komisji przetargowej, może powołać biegłych. Przepis art. 17 stosuje się.",2004_177_21.txt,0.9207360695578822,"Art. 21. 1. Członków komisji przetargowej powołuje i odwołuje kierownik zamawiającego. 2. Komisja przetargowa składa się z co najmniej trzech osób. 3. Kierownik zamawiającego określa organizację, skład, tryb pracy oraz zakres obowiązków członków komisji przetargowej, mając na celu zapewnienie sprawności jej działania, indywidualizacji odpowiedzialności jej członków za wykonywane czynności oraz przejrzystości jej prac. 4. Jeżeli dokonanie określonych czynności związanych z przygotowaniem i przeprowadzeniem postępowania o udzielenie zamówienia wymaga wiadomości specjalnych, kierownik zamawiającego, z własnej inicjatywy lub na wniosek komisji przetargowej, może powołać biegłych. Przepis art. 17 stosuje się."
4,2004_177_21.txt,Z ilu osób składa się komisja przetargowa?,"Art. 21. 1. Członków komisji przetargowej powołuje i odwołuje kierownik zamawiającego. 2. Komisja przetargowa składa się z co najmniej trzech osób. 3. Kierownik zamawiającego określa organizację, skład, tryb pracy oraz zakres obowiązków członków komisji przetargowej, mając na celu zapewnienie sprawności jej działania, indywidualizacji odpowiedzialności jej członków za wykonywane czynności oraz przejrzystości jej prac. 4. Jeżeli dokonanie określonych czynności związanych z przygotowaniem i przeprowadzeniem postępowania o udzielenie zamówienia wymaga wiadomości specjalnych, kierownik zamawiającego, z własnej inicjatywy lub na wniosek komisji przetargowej, może powołać biegłych. Przepis art. 17 stosuje się.",1994_627_47.txt,0.9177593590638505,"Art. 47. 1. Oceny dokumentacji do kwalifikacji wstępnej dokonuje komisja przetargowa zgodnie z kryteriami określonymi przez Ministra Transportu i Gospodarki Morskiej w przepisach, o których mowa w art. 53. 2. Ocena dokumentacji złożonej do kwalifikacji wstępnej jest podstawą wyboru uczestników przetargu, zwanych dalej ""oferentami"". 3. Komisja przetargowa dokonuje wyboru oferentów. 4. Z czynności otwarcia i oceny dokumentacji do kwalifikacji wstępnej, wyboru oferentów i ogłoszenia wyników wyboru, sporządza się protokół. 5. Protokół, o którym mowa w ust. 4, udostępnia się uczestnikom kwalifikacji wstępnej na ich żądanie."
5,2004_177_21.txt,Z ilu osób składa się komisja przetargowa?,"Art. 21. 1. Członków komisji przetargowej powołuje i odwołuje kierownik zamawiającego. 2. Komisja przetargowa składa się z co najmniej trzech osób. 3. Kierownik zamawiającego określa organizację, skład, tryb pracy oraz zakres obowiązków członków komisji przetargowej, mając na celu zapewnienie sprawności jej działania, indywidualizacji odpowiedzialności jej członków za wykonywane czynności oraz przejrzystości jej prac. 4. Jeżeli dokonanie określonych czynności związanych z przygotowaniem i przeprowadzeniem postępowania o udzielenie zamówienia wymaga wiadomości specjalnych, kierownik zamawiającego, z własnej inicjatywy lub na wniosek komisji przetargowej, może powołać biegłych. Przepis art. 17 stosuje się.",1994_627_52.txt,0.9144168013451399,Art. 52. Komisja przetargowa przedstawia Ministrowi Transportu i Gospodarki Morskiej protokół z postępowania przetargowego oraz zawiadamia oferentów o wynikach tego postępowania.
6,1996_465_111.txt,Do jakiej wysokości za zobowiązania spółki odpowiada komandytariusz?,Art. 111. Komandytariusz odpowiada za zobowiązania spółki wobec jej wierzycieli tylko do wysokości sumy komandytowej.,1996_465_111.txt,0.941958441419458,Art. 111. Komandytariusz odpowiada za zobowiązania spółki wobec jej wierzycieli tylko do wysokości sumy komandytowej.
7,1996_465_111.txt,Do jakiej wysokości za zobowiązania spółki odpowiada komandytariusz?,Art. 111. Komandytariusz odpowiada za zobowiązania spółki wobec jej wierzycieli tylko do wysokości sumy komandytowej.,1996_465_118.txt,0.9355853102564792,"Art. 118. §1. Komandytariusz może reprezentować spółkę jedynie jako pełnomocnik. §2. Jeżeli komandytariusz dokona w imieniu spółki czynności prawnej, nie ujawniając swojego pełnomocnictwa, odpowiada za skutki tej czynności wobec osób trzecich bez ograniczenia; dotyczy to także reprezentowania spółki przez komandytariusza, który nie ma umocowania albo przekroczy jego zakres."
8,1996_465_111.txt,Do jakiej wysokości za zobowiązania spółki odpowiada komandytariusz?,Art. 111. Komandytariusz odpowiada za zobowiązania spółki wobec jej wierzycieli tylko do wysokości sumy komandytowej.,1996_465_116.txt,0.9274297421160738,"Art. 116. W przypadku zawarcia umowy spółki komandytowej z przedsiębiorcą prowadzącym przedsiębiorstwo we własnym imieniu i na własny rachunek, komandytariusz odpowiada także za zobowiązania powstałe przy prowadzeniu tego przedsiębiorstwa a istniejące w chwili wpisu spółki do rejestru."
9,1994_591_35.txt,"Kiedy ustala się wartość majątku obrotowego, który stracił swoją przydatność?","Art. 35. 1. Wartość rzeczowych składników majątku obrotowego, które utraciły swoje cechy użytkowe lub przydatność, oraz odpadów ustala się nie później niż na dzień bilansowy w cenach sprzedaży netto możliwych do uzyskania. 2. Wartość produktów gotowych i towarów, z wyjątkiem towarów używanych znajdujących się w punktach sprzedaży oraz towarów przewidzianych do wieloletniej sprzedaży, zmniejsza się stopniowo, uwzględniając utratę ich wartości rynkowej, przez okres nie dłuższy niż 5 lat, poczynając od roku obrotowego następującego po roku, w którym je zakupiono lub wytworzono. 3. Odpisy aktualizujące: 1) wartość rzeczowych składników majątku obrotowego, o których mowa w ust. 1 i 2, oraz wynikające z wyceny według cen sprzedaży netto zamiast według cen nabycia (zakupu) lub kosztów wytworzenia - zwiększają pozostałe koszty operacyjne, 2) wartość udziałów w innych jednostkach oraz długoterminowych papierów wartościowych (lokat) - obciążają koszty operacji finansowych; jeżeli w wyniku wzrostu kursów giełdowych ceny sprzedaży netto długoterminowych papierów wartościowych (lokat) są wyższe od cen, po których je nabyto, to długoterminowe papiery wartościowe (lokaty) wykazuje się według cen ich nabycia, odnosząc różnice między ich dotychczasową, niższą wyceną a wartością według cen nabycia na przychody z operacji finansowych.",2001_19_58.txt,0.8310226860146496,"Art. 58. 1. Wprowadza się krajowy limit produkcji suszu obowiązujący producentów objętych finansową pomocą państwa. 2. Limit krajowy produkcji suszu z podziałem na województwa ustala corocznie, w drodze rozporządzenia, minister właściwy do spraw rynków rolnych, biorąc pod uwagę potrzeby kraju w zakresie produkcji pasz. 3. Limit krajowy produkcji suszu ustala się na okres jednego roku obrotowego trwającego od dnia 1 kwietnia do dnia 31 marca roku następnego."
